Rank,Symbol,FullName,MarketCap,Price,Volume24h,Change24h
,YGG,Yield Guild Games,112718540.17084199,0.112718540170842,160165.81875248,-7.227430682082253
,BFC,Bifrost,111844642.19869928,0.02796116054967482,1921822.33337365,-6.5639711750737
,CLOUD,Cloud,111590053.990947,0.111590708924133,377724.6455,-5.3029660199249
,KERNEL,KernelDAO,111299223.313841,0.111299223313841,2567438.09813,-10.897106374899348
,ARRR,Pirate Chain,111197233.78904913,0.5559861689452457,17120.3142438,0.0326960765628977
,NPC,Non-Playable Coin,111011244.71079999,0.01379,11255179.70875,-15.398773006134961
,MELANIA,Melania Meme,110399609.51749568,0.110399953115025,986571.81822,-7.070761564553014
,XION,XION,109239684.49515738,0.5303,7095.2891,-10.407163372191247
,AURORA,Aurora,106803376.85533233,0.106819174022521,11062372.32,26.53596332688962
,ORCA,Orca,106421164.83788747,1.41895589711378,123769.45884667,-7.6039650631726
,OSMO,Osmosis,106201408.06266542,0.106833107956689,643065.52011,-6.81977145857381
,HOT,Holo,105553605.80185361,0.0005942683393222556,74416846.0,-4.742949547874878
,TOWNS,Towns,105222899.99999999,0.00977,12017872.7,-10.2846651540939
,ONGAS,Ontology Gas,104714389.2381216,0.1047143892381216,169587.42857041,-8.678031920489898
,IN,INFINIT,104304517.18210709,0.1043217240698682,15324.31602639,-12.034186964177671
,SQD,SQD,104210347.17048286,0.0785000011355533,17370152.1,-1.8749930761491427
,MANTA,Manta Network,103742009.10226244,0.1017078520610416,1976562.37498851,-11.14335652734692
,CFGV1,Centrifuge,103266336.89545293,0.180307604973833,332828.37989459,-9.302036001268773
,ES,Eclipse,103066921.85010602,0.103066921850106,105638.75717,-3.855604117020175
,SKL,SKALE Network,103030218.26567206,0.017297006878966,23322022.555979,-5.489451302434631
,POWR,Power Ledger,102049919.38427834,0.102100344396132,404017.13609849,-8.20758776761174
,CSPR,Casper Network,101355115.07032385,0.00722199740263464,6583524.977869,-8.361919325832352
,MEME,Memecoin,101084329.36050922,0.00146499028058709,3859980.79201,-7.337723752008822
,SFP,SafePal,100665085.76998587,0.3355502877298853,9653.0,-6.27012535865781
,API3,API3,100479154.0704116,0.65231957073014,490806.39127356,-4.512411279419062
,SOLO,Sologenic,100095666.30331266,0.2510174267825488,262934.83,-4.640667537969883
